text,label
"I'm so sorry, but we can't postpone. Best regards.",non-malicious
"I have never doubted your sincerity, my skepticism stems from a personal need. Best regards.",non-malicious
I don't doubt your professionalism but I didn't like what was reserved for us at all. Best regards.,non-malicious
"Of course he could warn earlier that he would not come! Too bad, we would have had a lot of fun. Cordially.",non-malicious
"If he had warned us, we would have had time to fix it. Greetings.",non-malicious
"It's not about resentment, it's just that I really wanted your presence.",non-malicious
"We don't have any news yet, do we? Of course, this outcome is just waiting.",non-malicious
But isn't it possible that the first useful day is really in three months? And what do I do in the meantime?,non-malicious
"Sorry, you should have booked earlier. At the moment there is no availability. Cordially.",non-malicious
"I'm sorry, you should have thought of this sooner, it's all decided by now. Greetings.",non-malicious
But you can't wait that long. I will write you a negative review. I am sorry.,non-malicious
"At most, five of us could come to dinner, but that doesn't mean that my cousin can't join too. We will let you know as soon as possible. See you soon.",non-malicious
"Actually it was just like you said, I'm sorry I didn't want to believe you. All my fault. Excuse me. A big kiss.",non-malicious
"I am making this contact to you in respect of US$60,000,000.00 (Sixty Million United State Dollars), which I inherited, from my latefather. This money was accumulated from royalties paid to my father as compensation by the oil firms located in our area as a result of oil presence on our land, which hamper agriculture, which is our major source oflivelihood. Unfortunately my father died from protracted diabetes.But before his death he called my attention and informed me that he lodged some funds on a two boxes with a security firm with an open beneficiary status.",phishing
"I was delegated as a matter of trust by my colleagues on the panel to look for a foreign partner into whose account the sum of 31,000,000.00 â‚¬ (thirty-one million euro) is paid. They will be credited by telegraphic transfer. So we are writing this letter.",phishing
"I'm the personal lawyer, who used to work. After these numerous unsuccessful attempts, I decided to trace his surname on the Internet, to locate some members of his family and therefore I contacted you. I contacted him to help me repatriate the money and property left behind by my client before they are confiscated or declared useless by the bank where these huge deposits were stored, in particular, the deceased had an account valued at approximately US$14.7 million of dollars. The bank has ordered me to hand over the next of kin or confiscate the account within the next ten official working days. All I need is your honest cooperation to enable us to complete this deal. I guarantee that this will be done under a legitimate agreement that will protect you from any violation of the law. Contact me via my private email address or call me at.",phishing
"My brother and I are refugees. The total amount of money you could collect is $28,300,000, US dollars. I am looking for your help because my father stated that his foreign partner will be allowed to collect the money. To this end, I ask you to make the beneficiary in your name as a foreign partner. For your help, I am ready to give you 10% of the total amount. Please contact me at email address.",phishing
"I am the lawyer, my client, his wife and their three children were involved in a car accident. Unfortunately, all occupants of the vehicle lost their lives. I have since made several requests to your embassy to locate the next of kin of my clients, this also proved unsuccessful. After these numerous unsuccessful attempts, I decided to trace his surname on the Internet, to locate some members of his family and therefore I contacted you. I contacted him to help me repatriate the money and property left behind by my client before they are confiscated or declared useless by the bank where these huge deposits, amounting to â‚¬14.7 million, were held. Contact me via my private email address to allow us to discuss further or call me on.",phishing
"Friend, I am a custom officer and work as Assistant controller of the Customs and Excise department Of the Federal Ministry of Internal Affairs stationed at the International Airport. After the sudden death of the former head his aides and immediate members of his family were arrested while trying to escape from in a Chartered jet to with trunk boxes Marked ""Diplomatic Baggage"". Acting on a tip-off as they attempted to board the Air Craft,my officials carried out a thorough search on the air craft and discovered that the 6 trunk boxes contained foreign currencies amounting to US$197,570,000.00(One Hundred and  Ninety-Seven Million Five Hundred Seventy Thousand United States Dollars). I declared only (5) five boxes to the government and withheld one (1) in my custody containing the sum of (US$30,000,000.00) Thirty Million United States Dollars Only, which has been disguised to prevent their being discovered during transportation process. Due to several media reports on the late head of state about all the money him and his co-government officials stole from our government treasury amounting to US$55 Billion Dollars. General has over US$3 Billion dollars in one account overseas. We decided to conceal this one (1) box till the situation is calm and quite on the issue. The box was thus deposited with a security company here and tagged as Precious Stones and Jewellry in other that its content will not be discovered. Now that all is calm, we (myself and two of my colleagues in the operations team) are now ready to move this box out of the country through a diplomatic arrangement which is the safest means. However as government officials the Civil Service Code of Conduct does not allow us by law to operate any foreign account or own foreign investment and the amount of money that can be found in our account cannot be more than our salary on the average, thus our handicapp and our need for your assistance to help collect and keep safely in your account this money. Therefore we want you to assist us in moving this money out of. We shall definitely compensate you handsomely for the assistance. We can do this by instructing the Security Company here to move the consignment to their affiliate branch office outside through diplomatic means and the consignment will be termed as Precious Stones and Jewelleries"" which you bought during your visit and is being transfered to your country from here for safe keeping. Then we can arrange to meet at the destination country to take the delivery of the consignment. You will thereafter open an account there and lodge the Money there and gradually instruct remittance to your Country. This business is 100% risk free for you so please treat this matter with utmost confidentiality. If you indicate your interest to assist us please just e-mail me for more Explanation on how we plan to execute the transaction. Expecting your response urgently. Best regards.",phishing
"This letter might surprise you because we have met neither in person nor by correspondence. But I believe it is one day that you got to know somebody either in physical or through correspondence. I got your contact through discreet inquiry from the chambers of commerce and industry of your country on the net, you and your organization were revealed as being quite astute in private entrepreneurship, one has no doubt in your ability to handle a financialbusiness transaction. However, I am the first son of His Royal majesty and the traditional Ruler. I am making this contact to you in respect of US$60,000,000.00 (Sixty Million United State Dollars), which I inherited, from my latefather. This money was accumulated from royalties paid to my father as compensation by the oil firms located in our area as a result of oil presence on our land, which hamper agriculture, which is our major source oflivelihood. Unfortunately my father died from protracted diabetes. But before his death he called my attention and informed me that he lodged some funds on a two boxes with a security firm with an open beneficiary status. The lodgment security code number was also revealed to me, he then advised me to look for a reliable business partner abroad, that will assist me in investing the money in a lucrative business as a result of economic instability in . So this is the main reason why I am contacting you for us to move this money from the security firm to any Country ofyour choice for investment purpose. So I will like you to be the ultimate beneficiary, so that the funds can be moved in your name and particulars to any Country of your choice where it will be claimed and invested. Hence my father have had intimated the security firm personnel that the beneficiary of the box is his foreign partner whose particulars will be forwarded to the firm when due. But I will guide you Accordingly. As soon as the fundsreach, I will then come over to meet you in person, so that we can discuss physically on investment potentials. Based on this assistance my Family and I have unanimously decided to give you 30% of the totalmoney, 5% for Charity home, 10% for expenses, which may arise during this transaction, Fax and phone bills inclusive. The balance of 55% you will invest andmanaged for my Family. I hereby guarantee you that this is not government money, it is not drug money and it is not money from arms deal. Though you have to maintain high degree of confidentiality on this matter. I will give more details about the proceedings of this transaction as soon as I receive your favorable reply. Please reply to my Email Address. I hope this will be the beginning of a prosperous relationship between my family and your family. Nevertheless if you are for any reason not interested, kindly inform me immediately so that I will look foranother contact. I am waiting for your quick response. Yours faithfully.",phishing
"This letter might surprise you because we have met neither in person nor by correspondence. But I believe it is one day that you got to know somebody either in physical or through correspondence. I got your contact through discreet inquiry from the chambers of commerce and industry of your country on the net, you and your organization were revealed as being quite astute in private entrepreneurship, one has no doubt in your ability to handle a financial business transaction. However, I am the first son of His Royal majesty, and the traditional Ruler in the oil producing area of River State . I am making this contact to you in respect of US$60,000,000.00 (Sixty Million United State Dollars), which I inherited, from my latefather. This money was accumulated from royalties paid to my father as compensation by the oil firms located in our area as a result of oil presence on our land, which hamper agriculture, which is our major source oflivelihood. Unfortunately my father died from protracted diabetes. But before his death he called my attention and informed me that he lodged some funds on a two boxes with a security firm with an open beneficiary status. The lodgment security code number was also revealed to me, he then advised me to look for a reliable business partner abroad, that will assist me in investing the money in a lucrative business as a result of economic instability. So this is the main reason why I am contacting you for us to move this money from the security firm to any Country of your choice for investment purpose. So I will like you to be the ultimate beneficiary, so that the funds can be moved in your name and particulars to any Country of your choice where it will be claimed and invested. Hence my father have had intimated the security firm personnel that the beneficiary of the box is his foreign partner whose particulars will be forwarded to the firm when due. But I will guide you Accordingly. As soon as the funds reach, I will then come over to meet you in person, so that we can discuss physically on investment potentials. Based on this assistance my Family and I have unanimously decided to give you 30% of the total money, 5% for Charity home, 10% for expenses, which may arise during this transaction, Fax and phone bills inclusive. The balance of 55% you will invest andmanaged for my Family. I hereby guarantee you that this is not government money, it is not drug money and it is not money from arms deal. Though you have to maintain high degree of confidentiality on this matter. I will give more details about the proceedings of this transaction as soon as I receive your favorable reply. Please reply to my Email Address. I hope this will be the beginning of a prosperous relationship between my family and your family. Nevertheless if you are for any reason not interested, kindly inform me immediately so that I will look foranother contact. I am waiting for your quick response. Yours faithfully.",phishing
"I am the Director of Operations. Here Our firm is a security company of high repute with years of outstanding service to the people. I have resolved to contact you through this medium based on business proposal that will be of mutual benefit to both of us. I got your particulars through a consultant company base on my research for a trustworthy and established person that understands investment ethic for entering into a life time profitable joint partnership investment and also co-operation with confidence and trust that you will keep the contents secret and divulged to any third party. To be explicit and straight to the point. Some time early, a reputable client of ours deposited a consignment in our company's vault for safe keeping. And since then our client has failed to come forward to claim his consignment, which has accumulated a considerable amount of money in demurrage. Consequently, in our bide to contact this client to redeem the demurrage which his consignment had accumulated we discovered that our client was the former president, who died of illness after he was de-throwed in the same year the consignment was entrusted into our care. Since the death of our client President, none of his benefactors has come forward to claim the consignment with us, which means that non of his relatives or aids had any knowledge of this consignment. Hence out of curiosity I decided to secretly open the two boxes that our client deposited in our vault. And to my surprise I discovered that the two boxes that were registered as treasurer by our client actually contained a considerable amount of money in United States Dollars amounting to about US $ 30 million Dollar. Since this development I have been nursing plans secretly. I also found out from enquiries and the foreign media that our late client siphoned a lot of money from his country while he was in office as head of state.  It is my conviction that the consignment in our vault was part of the money that our client siphoned and now that he is dead there is no race to this money in our care. I am now soliciting your noble assistance to assist me in transferring this money out of  to your country for immediate investment with your assistance. I have also decided that you will generously be entitled to 30% of the total amount. Upon my receipt of your reply confirming your willingness to assist me of this transaction, I will immediately arrange and transfer all the rights of ownership of this consignment to your name to facilitate your easy clearance and transfer of the complete funds to your country.  you have nothing to worry about, as I will  be there to assist you in anyway necessary with all proper documentation.  This transaction is 100% risk free.  Please maintain absolute confidentiality on this matter.   Thanks.  Yours faithfully.",phishing
"I ascetained your contact through a reliable source in my search for a foreign partner to assist me in my business. I am the son of late former Minister Of Mines and Natural Resource, the former Military Head, who was massacred by president force in their struggle to reinstate him back to power. I and my brother are refugee here, since the death of our father, because of the condition of his death. Before the death of my father some months ago he disclosed to me some money and gold he had deposited in a security company here. The total amount of money which happened to be $28.3000.000.oo US Dollars. And gold at 200Kg of 22 Karat all in a security vault. The document regarding this consignment was handed over to me by my father before his death, I carefully search and found the security Company where I confirmed that the consignment were deposited for safe keeping in their securit vault. The content were deposited as a family valuable, By virtue of right as the son of my late father, the security company has accepted to release the consignment factually. I am seeking your assistance because my father has declared the record with the security company stating that his foreign parrtner shall be the authorised person to make claim on this consignment becaues of his position in government on which no name was given by my father as his foreign partner. To this effect, I request to make the beneficiary of his consignment in your name as foreign partner to claim this consignment. For your assistance, I am ready to give you 10%from the total sum. This is a risk free transaction as my father deposited this valuable as a personal belonging. In this situation every process to completely move this valuable may not exceed (7) working days, if your co-operation to assist is sort. please include your phone and fax number for easy communication I shall be very grateful to hear from you, all documents concerning this are intact with me, please kindly reach me as soon as possible in email address. Best regards.",phishing
"SEEKING YOUR IMMEDIATE ASSISTANCE. Please Permit me to make your acquaintance in so informal a manner. This is necessitated by my urgent need to reach a dependable and trust wordy foreign partner. This request may seem strange and unsolicited but I will crave your indulgence and pray that you view it seriously. My name is MR and One of the close aides to the former President of blessed memory, may his soul rest in peace.   Due to the military campaign of LAURENT KABILA to force out the rebels in my country, I and some of my colleagues were instructed by Late President Kabila to  go abroad to purchase arms and ammunition worth of Twenty Million, Five Hundred Thousand United States Dollars only 20,500,000.00 â‚¬ to fight the rebel group. But when President was killed in a bloody shoot-out by one of his aide a day before we were schedule to travel out of, We immediately decided to divert the fund into a private security company here for safe keeping. The security of the said amount is presently being threatened here following the arrest and seizure of properties of Col. Some other Military Personnel from our same tribe, by the new President, the son of late President. In view of this, we need a reliable and trustworthy foreign partner who can assist us to move this money out of my country as the beneficiary. WE have sufficient CONTACTS to move the fund under Diplomatic Cover to a security company in the europe in your name. This is to ensure that the Diplomatic Baggage is marked CONFIDENTIAL and it will not pass through normal custom/airport screening and clearance. Our inability to move this money out of all This while lies on our lack of trust on our supposed good friends (western countries) who suddenly became hostile to those of us who worked with the late, immediately after his son took office. Though we have neither seen nor met each other, the information We gathered from an associate who has worked in your country has encouraged and convinced us that with your sincere assistance, this transaction will be properly handled with modesty and honesty to a huge success within two weeks. The said money is a state fund and therefore requires a total confidentiality. Thus, if you are willing to assist us move this fund out of, you can contact me through my email address above with your telephone, fax number and personal information to enable us discuss the modalities and what will be your share (percentage) for assisting us. I must use this opportunity and medium to implore You to exercise the utmost indulgence to keep this Matter extraordinarily confidential, Whatever your Decision, while I await your prompt response. Thank you and GodBless. Best Regards.",phishing
"GRAND FECILITATIONS. Hurray! You have been selected as one of the five lucky winners in the second edition of the SunTrust Promotions International draw. You have therefore been approved for a huge payout of (Five Million, Five Hundred Thousand Pounds Only). Bear in mind that you did not in anyway play this game or bought a Ticket but you are selected among the five lucky winners due to your frequent access to internet. How was the selection process done? Winners were randomly selected from an initial database of Five Hunfred Thousand emails which was eventually downsized to Five Thousand from which we eventually selected the final and lucky five. The process was done through the computerized email balloting system selecting emails from The Middle East, Asia, Africa, Canada, Europe, USA and South America. The process of collecting your winnings is to be handled by our Prize Transfer Agents. To ensure a smooth collection of your grand prize, You are to contact our agents by email or telephone within a week of receiving this notice. Please find full contact details below: Contact Person: Names: . Payment Officer Email: Please note, when you contact your claims agent please remember to quote your reference number and batch Number in all correspondence. Ref. Number: , Batch number: . Furthermore, contact your claims agent as instructed above and accept my Congratulations!",phishing
"BELOVED, PLEASE CONSIDER THIS MAIL AS VERY IMPORTANT AND URGENT. I AM MR. , THE ELDEST SON OF FORMER PRESIDENT OF - PRESIDENT. MY FATHER IS NOW IN , FACING TRIALS WITH THE UNITED NATIONS COURT SITTING THERE. BEFORE HE WAS FORCED TO FACE HIS TRIAL IN, HE HANDED ME THE SUM OF US$10M (TEN MILLION UNITED STATES DOLLARS) CASH FOR SAFE KEEPING BECAUSE HE ALREADY KNEW THAT GOVERNMENT AND THE UNITED NATIONS ARE AFTER HIM. HE ADVISED THAT I SHOULD USE THIS MONEY WISELY FOR INVESTMENT BECAUSE HE IS AWARE THAT HE MIGHT BE JAILED. I AM NOW INTO HIDING IN WITH THIS MONEY BUT MY PROBLEM RIGHT NOW IS THAT I DON'T WANT THE AUTHORITIES HERE TO KNOW ABOUT THIS MONEY OR MY WHEREABOUT FOR SECURITY REASONS. I WANT YOU TO ASSIST ME MOVE THIS MONEY OUT AND INVEST IT IN YOUR COUNTRY. I WILL USE FAKE IDENTITY TO MOVE OUT OF BUT I WANT YOU TO ASSIST ME IN RECEIVING THIS MONEY SO THAT WE CAN INVEST IT TOGETHER IN YOUR COUNTRY HENCE I DON'T WANT TO LOSE THE MONEY HERE. THE MONEY IS NOW DEPOSITED IN A SECURITY COMPANY UNDER THE DISGUISE OF FAMILY TREASURY TO AVOID THE MANAGEMENT TAMPERING WITH IT. PLEASE LET ME KNOW IF YOU CAN ASSIST ME INVEST THE MONEY IN YOUR COUNTRY AND EVERYTHING WILL BE UNDER YOUR NAME TO AVOID THE GOVERNMENT KNOWING THAT I AM THE OWNER OF THIS MONEY AND THE INVESTMENT. EVERYTHING SHOULD BE BASED ON TRUST AND YOU MUST NOT LEAK THIS INFORMATION TO ANYBODY TO AVOID THE AUTHORITIES ARRESTING ME OR CONFISCATING THE MONEY HERE. WE WILL DISCUSS FACE TO FACE ABOUT YOUR COMPENSATION FOR ASSISTING ME OR WE CAN GO INTO BUSINESS PARTNERSHIP TOGETHER. I AM WAITING FOR YOUR URGENT REPLY AND YOU CAN CALL ME ON MY PRIVATE NUMBER: . PLS DO NOT RELEASE MY PHONE NUMBER OR MY IDENTITY TO ANYBODY FOR MY SAFETY HERE. AWAITING YOUR URGENT COOPERATION. REGARDS.",phishing
"I'm glad to inform you about my success in getting those funds transferred under the cooperation of a new partner from. Presently i'm in for investment projects with my own share of the total sum. Mean while, i never forget your past efforts and attempts to assist me in transferring those funds despite that it failed us some how. Now contact my secretary , his name is mr through his e-mail ask him to send you the total of $800.000.00 which i kept for your compensation for all the past efforts and attempts to assist me in this matter. I appreciated your efforts at that time very much. So feel free and get intouched with my secretary and instruct him where to send the amount to you. Please do let me know immediately you receive it, so that we can share the joy after all the sufferness at that time. At the moment, I am very busy here because of the investment projects which I and my partner are having at hand, finally, remember that I had forwarded instruction to the secretary on your behalf to receive that money, so feel free to get in touch with, he will send the amount to you without delay, ok! good bye.  best regards,",phishing
"My intention of contacting you is to solicit your assistance for a project, which will be mutually beneficial. Though I know my decision to contact you is to a large extent unconventional, the prevailing circumstances necessitated my action. I am son to of blessed memory was an oil explorer in and for twelve years before hedied in the year 2000. He died after  a brief illness that lasted for only four days. Before his death we  were both devoted s. Since his death I too have been battling with both Cancer problems. When my late Father was alive he  made a huge deposit in millions of US dollars with a Deposit Company  in oversea. (I will tell you the amount as we proceed). Recently, my doctor told me that I have only few months to live due to cancer problem. Though what disturbs me most is my stroke sickness. Having known mycondition I decided to donate this fund to either a  organization or devoted  individual that will utilize this money the way I am going to instruct herein. My parents died at a tender age and i was brought up in the orphanage through the help of a devouted .I want this  organization or individual to use this money in all sincerity to fund mosques, orphanages, widows, and also propagatingthe word of  and to ensure that the society upholds the views and belief of. I took this decision because I don't have any child that will inherit this money and my relatives are into some radical Organizations and I don't want a situation where this money will be used in an Unholy manner. Hence the reasons for this bold decision, I know that after death I will be with  the most beneficent andthe most merciful. I don't need any telephone communication in this regard because of my health, because of the presence of my relatives around me always. I don't want them to know about this development. As soon as I receive your reply I shall give you the contact information of the Deposit Company in oversea where the money was deposited. I will also issue a letter ofauthority to the Deposit Company authorizing them that the said fund have being willed to you and a copy of such authorization will be forwarded to you. I want you and the community where you reside to always pray for me. My happiness is that I lived a true devoted s worthy of emulation, I will not stipulate any precise amount to reward you, as it will have to be on pre-negotiated terms, based on your level of involvement. Please always beprayerful all through your life. Any delay in your reply will give room in sourcing for a  organization or a devoted  for this same purpose. Until I hear from you by email, my dreams will rest squarely on your Shoulders. May the Almighty  continue to guide and protect you.",phishing
"FRIEND CONGRATULATIONS I'M HAPPY TO INFORM YOU ABOUT MY SUCCESS IN GETTING THOSE FUNDS TRANSFERRED UNDER THE COOPERATION OF A NEW PARTNER FROM. PRESENTLY I'M IN BUT BY NEXT WEEK I WILL BE IN FOR INVESTMENT PROJECTS WITH MY OWN SHARE OF THE TOTAL SUM. MEANWHILE,I DIDN'T FORGET YOUR PAST EFFORTS AND ATTEMPTS TO ASSIST ME IN TRANSFERRING THOSE FUNDS DESPITE THAT IT FAILED US SOME HOW. NOW CONTACT MY SECRETARY, HIS NAME IS ON HIS E-MAIL. ASK HIM TO SEND YOU THE TOTAL $600.000.00 WHICH I KEPT FOR YOUR COMPENSATION FOR ALL THE PAST EFFORTS AND ATTEMPTS TO ASSIST ME IN THIS MATTER. I APPRECIATED YOUR EFFORTS AT THAT TIME VERY MUCH. SO FEEL FREE AND GET IN TOUCH WITH MY SECRETARY AND INSTRUCT HIM WHERE TO SEND THE AMOUNT TO YOU. PLEASE DO LET ME KNOW IMMEDIATELY YOU RECEIVE IT SO THAT WE CAN SHARE THE JOY AFTER ALL THE SUFFERNESS AT THAT TIME. IN THE MOMENT, I AM VERY BUSY HERE BECAUSE OF THE INVESTMENT PROJECTS WHICH ME AND THE NEW PARTNER ARE HAVING AT HAND, FINALLY, REMEMBER THAT I HAD FORWARDED INSTRUCTION TO THE SECRETARY ON YOUR BEHALF TO SEND YOU THE MONEY AS SOON AS YOU REQUEST FOR IT. SO FEEL FREE TO GET IN TOUCH WITH HE WILL SEND THE AMOUNT TO YOU WITHOUT ANY DELAY, BEAR IN MIND THAT THE $600,000 WAS IN CONFIRMABLE BANK DRAFT. REGARDS, MR",phishing
"I am, presently staying in. I am married to who worked with embassy in for Ten years before he died in the year. We were married for eleven years without a child. He died after a brief illness that lasted for only four days. Before his death we were both born. Since his death I decided not to remarry or get a child outside my matrimonial home which the Quran is against. When my late husband was alive he deposited the sum of $6.8Million (Six Million Eight hundred thousand U.S. Dollars) with one security company in. Presently, this money is still with the Security Company. Recently, my Doctor told me that I would not last for the next Eight months due to cancer problem. The one that disturbs me most is my stroke sickness. Having known my condition I decided to keep this fund in. I want an organization or an individual that will use this fund for orphanages, idows, propagating the word of Allah and to endeavor that the house of Allah is maintained. The Holy Quran made us to understand that Blessed is the hand that giveth. I took this decision because I don't have any child that will inherit this money and my husband relatives are not and I don't want my husbands efforts to be used by unbelievers.  I don't want a situation where this money will be used in an ungodly way. This is why I am taking this decision. I am not afraid of death hence I know where I am going. I know that I am going to be in the bosom of the Allah .I don't need any telephone Communication in this regard because of my health hence the presence of my husband's relatives around me always. I don't want them to know about this development. With Allah all things are possible.  As soon as I receive your reply I shall inform the security company in that you are the beneficiary of the said consignment you will need to go and claim this fund in. I will also issue you an authority letter that will prove you the present beneficiary of this fund. I want you and the organization to always pray for me because the lord is my shepherd. My happiness is that I lived a life of a worthy. Whoever that wants to serve the Allah must serve him in spirit and truth. Please always be prayerful all through your life.  Any delay in your reply will give me room in sourcing another person for this same purpose. Please assure me that you will act accordingly as I stated herein. Hoping to receive your reply and Remain blessed in the Allah. Yours in Allah",phishing
"I just wanted to inform you about something which is really time sensitive. For the first time in years, is going to witness the launch of a new nationwide newspaper. will launch on, and the promotion is on now. You can join for free and bring other members into the program to get a great residual income for life. They are promoting it through and paying on levels. This is going to get huge and people who act now will be earning a lot of money Â in the years to come. Don't waste time and sign-up at. As soon as you sign-up (for free), just contact me and I will tell you how to get other people to join the program. If only 10 people (which could be your friends, family members or co-workers) sign-up under you, you can make thousands of dollars every month without doing any work. It's true! I am really excited and I am sure you will be too after you read the complete details. Here is the link again ... Regards,",phishing
I know this mail may be a surprise to you cause we have not mait before. But have Sir what i am going to shear  here with you is not a child game neither i am trying to dub you and i will only want you to beleive this purpose cause it min not come again. What we have here is a consignment that contain ( 20.00000Million DL) tweenty Million of dollars. This Money is uncleared because the owner of the Money died some years ago. and belong to one . And the only surviving son and I have been looking forward to clime back this Money and there is no way. But a condition and that can only be done by a well know person who have a company and we beleive that is you that is why this information was directed to you Sir .This Money can not be claimed by Me or any bady neither the family becuase of the problem they are going through they are after the son becuase they have find out that he is going to get back all that belongs to him but without this Money. I beleive you understand Me. This is why this purpose was send to you. Sir why i said you should call for this Money is to stand as a business partner of this late . The son have said that who ever stand on this purpose  to bring at this Money. He will pay the what ever the charge is. And this surviving son is only years of age. And I do know that through your support we can carry on we this transaction. So Sir before we go further i will want you to know that i am not asking you to send me Money to bring out this consignment till you know more about this transaction and this purpose will need you Attention there In. Till then you can only contact the people in charge of this Money with this contact.So hope to hear from you soon as porsible Sir. You can only contact this people through mail first before their phone contact. Till then thanks you and god bless.,phishing
"I represent a senior executive. I have a very delicate and private task to ask for your collaboration to re-profile HUGE AMOUNTS of funds amounting to millions of euros. I'll provide the details, but in summary the funds come through a bank, and this is a legitimate transaction. If they are, you will be paid 10% of your management/consulting fee, able to come to terms with you. If you are able to do so, please respond immediately by fax or email and provide me with your private telephone number and I will provide you with further details. Please be discreet, we cannot afford any diplomatic problems.",phishing
"I received your email address from my sister, I decided to contact you, I am part of the bank staff, within the department. I need your help to make a transaction, and appear as a beneficiary of the funds. Let me know if you can help me and I will give you full details of the deal. You can reach me at the following email address.",phishing
"The University is sharing funds for all students during this pandemic, please update your financial aid status to claim yours. Login For instructions, Accepting Your Financial Aid. Regards, Assistant Professor University",phishing
"Good Morning, I apologize for the late send, but we understand how challenging these past several weeks have been to assist students who are experiencing financial hardships resulting from the global pandemic. Are you interested in the on-going unemployment benefits for all undergraduates? Dr. Amy Marie Hanks is looking for competent students like yourself to work with her while she attends to victims. Are you able to work telecommute and you will only be working an hour a day, three times a week for $500 weekly. Send Yes I am interested to this Email. for further proceedings and how to apply. Career Center Thanks, Stay Safe & Sanitized.",phishing
"You were referred with some other students for the weekly benefits. students were chosen based on some criteria and information gotten from the school. A student will be given 850$ each, all chosen students are to send text to the fund officer  for further clarification and collection.",phishing
Please see the attached invoices and remit payment according to the terms listed at the bottom of the invoice. If you have any questions please let us know.,phishing
"I'm in a meeting right now and that's why I'm contacting you through email. I should have called you, but phone call is not allowed during the meeting. I don't know when the meeting will be rounding up, I want you to help me out on something very important right away.",phishing
Your credit card has been blocked. Provide details to unlock it.,phishing
Win an iPhone X for free! Confirm your personal details.,phishing
We require your confirmation to access your bank account.,phishing
You have won a luxury trip! Enter your details to collect your prize.,phishing
Your PayPal account has been suspended. Click to unlock it.,phishing
Confirm your identity to avoid termination of your account.,phishing
You have been selected for a high-paying remote job. Provide your personal information to get started.,pretexting
"You've won a $1,000 Amazon gift card! Click here to redeem it.",phishing
Your bank account has been hacked. Click here to restore it immediately.,phishing
Your email has been selected for a mandatory update. Confirm your details to continue using the service.,phishing
You have won a special prize! Enter your details to collect your prize.,phishing
Your session has expired. Please log in again to avoid termination of your account.,phishing
There is a problem with your credit card. Provide details to resolve it.,phishing
Your computer is infected with viruses! Click now for a free scan and fix the problems.,scareware
Your identity is at risk! Download our security software to safeguard yourself.,scareware
We are technical support and need to verify your identity. Provide your username and password.,pretexting
We represent your Internet Service Provider and need your credentials to update your account.,pretexting
You have been selected for a security review. Confirm your identity by providing your personal data.,pretexting
You won a gift certificate to an electronics store. Click on the link to redeem it.,baiting
Download the new film in absolute preview! Click here for the free download.,baiting
Take a quick survey and win an exotic trip!,baiting
We found an error in your online account. Log in and resolve the issue.,baiting
Your device is infected with malware! Download our antivirus software for removal now.,scareware
Your system has been hacked! Click here for a full computer scan.,scareware
Your privacy is at risk. Protect yourself now with our security software.,scareware
You have committed a crime online. Click to resolve the matter with the police.,scareware
Click on this attached file to see your photos. Password: 123456,malware
Download this free game! (Notice: Requires permissions for your entire device.),malware
Watch the attached video to win an iPhone. (Requires installation of an unknown app.),malware
We are your streaming service and need to verify your account details. Provide your credentials.,pretexting
You have won a prize and we need to confirm your identity. Provide your username and password.,pretexting
Your credit card has been used abnormally. Share details for further verification.,pretexting
Your PayPal account has been blocked. Log in and provide your unlock details.,phishing
Confirm your Gmail password by clicking this link.,phishing
Your bank account has been hacked. Click here to resolve the issue.,phishing
You have received a pending invoice. Provide your credit card information for payment.,phishing
Your email has been selected for a special prize. Confirm your personal details to collect your prize.,phishing
We are Microsoft technical support and your computer is infected. Share your remote assistance ID.,phishing
You've won a free one-year trial for streaming services. Provide your credit card details for activation.,baiting
"Check out the compromising photos of you that we obtained. To avoid spreading, make a payment.",baiting
Your account has been selected for a security review. Confirm the details to avoid suspension.,baiting
Take a survey and win an iPhone. Enter your personal information for the reward.,baiting
Your computer is infected with a virus. Click the link for a free scan and troubleshooting.,baiting
You have received an urgent voice message. Download the attachment to listen to it.,scareware
Your identity is at risk! Download our security software now to protect yourself.,scareware
We have detected suspicious activity on your account. Provide your credentials for the security check.,scareware
Watch the attached video to unlock the exclusive content. Install the app to log in.,malware
Your PayPal account has been disabled. Log in and resolve the issue by providing your credentials.,malware
Download this application to speed up your computer.,malware
We represent your bank and need your data for security checks. Provide your PIN.,pretexting
You have won a cash prize. Confirm your identity by providing your Social Security number.,pretexting
We are Microsoft Technical Support and have detected problems on your PC. Share remote assistance ID.,pretexting
Your email account has been compromised. Provide your credentials to recover it.,pretexting
Your credit card has been misused. Provide details for the investigation.,pretexting
You have received a pending invoice. Provide your credit card information for payment.,pretexting
Your online account has been blocked for suspicious activity. Log in and confirm your identity.,pretexting
There is a problem with your online order. Provide your credit card information to resolve it.,pretexting
Take an online safety survey. Provide your personal information for the prize.,pretexting
"You have won a $500 gift voucher. To redeem it, download the attached file.",baiting
Enter a contest to win an exotic cruise. Enter your personal details to participate.,baiting
We have detected a breach of your account. Provide details to avoid blocking.,baiting
Receive 50% off your purchase if you share your credentials.,baiting
Your computer is infected with a deadly virus. Click now for a scan and removal.,scareware
Your webcam has been activated. Pay a ransom to prevent embarrassing videos from being published.,scareware
You have received an arrest notice. Download our software to avoid legal consequences.,scareware
Your identity has been stolen. Download our antivirus to restore security.,scareware
Watch the attached video to unlock the exclusive content. Requires installation of a suspicious app.,malware
